title,brand,category,subcategory,price,volume,alc,country,url
Beau's Strong Patrick,Beau'S,Ale,Dark Ale,5.95,600,NULL,Canada,https://www.lcbo.com/en/beau-s-strong-patrick-329144
Brock Street Brewery Belgian Witbier,Brock Street,Ale,Wheat Ale,3.25,473,NULL,Canada,https://www.lcbo.com/en/brock-street-brewery-belgian-witbier-10680
Ace Hill Matcha Lager,Ace Hill Beer Company,Lager,Pale Lager,2.95,355,4.5,Canada,https://www.lcbo.com/en/ace-hill-matcha-lager-22218
Barley Days Wind & Sail,Barley Days,Ale,Dark Ale,2.95,473,5.0,Canada,https://www.lcbo.com/en/barley-days-wind-sail-617845
Trooper Porter Red 'N' Black,Trooper,Ale,Stout & Porter,3.55,500,NULL,United Kingdom,https://www.lcbo.com/en/trooper-porter-red-n-black-478347
La Vermontoise Saison,Brasserie De Blaugies,Ale,Belgian Ale,7.05,375,NULL,Belgium,https://www.lcbo.com/en/la-vermontoise-saison-19045
Mill Street West Coast IPA,Mill Street,Ale,India Pale Ale (IPA),3.55,473,6.6,Canada,https://www.lcbo.com/en/mill-street-west-coast-ipa-461483
3 Fonteinen Oude Kriek,Gift Of The Month,Ale,Sour Ale,14.7,375,NULL,Belgium,https://www.lcbo.com/en/3-fonteinen-oude-kriek-667030
Brasserie Etienne Brule Citrale,Brasserie Etienne Brule,Ale,India Pale Ale (IPA),4.15,473,6.8,Canada,https://www.lcbo.com/en/brasserie-etienne-brule-citrale-22712
Labatt Blue Stubby,Labatt Blue,Lager,Pale Lager,12.25,2046,NULL,Canada,https://www.lcbo.com/en/labatt-blue-stubby-575340
Mill Street Hopped and Confused,Mill Street,Ale,India Pale Ale (IPA),3.5,473,NULL,Canada,https://www.lcbo.com/en/mill-street-hopped-and-confused-16072
Dark Side Of The Dune BBA Coffee Vanilla Imperial Stout,Prince Eddy'S Brewing Co,Ale,Stout & Porter,9.45,650,NULL,Canada,https://www.lcbo.com/en/dark-side-of-the-dune-bba-coffee-vanilla-imperial-stout-22112
Petrus Nitro Quad,Petrus,Ale,Belgian Ale,3.55,330,11.5,Belgium,https://www.lcbo.com/en/petrus-nitro-quad-13306
Ace Hill Light Lager,Ace Hill Beer Company,Lager,Pale Lager,3.15,473,NULL,Canada,https://www.lcbo.com/en/ace-hill-light-lager-568469
AVENTINUS EISBOCK,Schneider Weisse,Lager,Dark Lager,6.75,500,NULL,Germany,https://www.lcbo.com/en/aventinus-eisbock-58875
Laker Ice,Laker,Lager,Pale Lager,26.95,5325,NULL,Canada,https://www.lcbo.com/en/laker-ice-248146
Doppel Hirsch Doppel Bock,Doppel Hirsch Doppel Bock,Lager,Dark Lager,3.85,500,NULL,Germany,https://www.lcbo.com/en/doppel-hirsch-doppel-bock-106237
Mill Street Juicy Union Passionfruit Orange Guava,Mill Street,Ale,Flavoured & Spiced Beer,3.65,473,NULL,Canada,https://www.lcbo.com/en/mill-street-juicy-union-passionfruit-orange-guava-20428
Samuel Smith's Celebrated Oatmeal Stout,Samuel Smith's,Ale,Stout & Porter,4.65,550,5.0,United Kingdom,https://www.lcbo.com/en/samuel-smith-s-celebrated-oatmeal-stout-407981
Anderson Craft Ale Winter Dubbel,Anderson Craft Ales,Ale,Belgian Ale,14.95,2130,6.0,Canada,https://www.lcbo.com/en/anderson-craft-ale-winter-dubbel-13791
Lakeport Light,Lakeport,Lager,Pale Lager,22.95,4092,4.0,Canada,https://www.lcbo.com/en/lakeport-light-680454
Brassroots Brewing - Darkwood Blackberry Saison,Brassroots Brewing,Ale,Belgian Ale,3.5,473,4.7,Canada,https://www.lcbo.com/en/brassroots-brewing-darkwood-blackberry-saison-636043
Granville Island  West Coast IPA,Granville Island,Ale,India Pale Ale (IPA),3.4,473,NULL,Canada,https://www.lcbo.com/en/granville-island-west-coast-ipa-15656
Bobcaygeon Brewing Starry Night Chocolate Stout,Bobcaygeon Brewing Company Limited,Ale,Stout & Porter,3.5,473,NULL,Canada,https://www.lcbo.com/en/bobcaygeon-brewing-starry-night-chocolate-stout-546523
Ernest Cider Winter's Blush,Ernest,Cider,Flavoured Cider,3.5,473,5.7,Canada,https://www.lcbo.com/en/ernest-cider-winter-s-blush-625939
Samuel Smith's Selection 3-Pack,Samuel Smith's,Gifts and Samplers,Taster Packs,15.9,1650,NULL,United Kingdom,https://www.lcbo.com/en/samuel-smith-s-selection-3-pack-696658
Sawdust City Coriolis Effect,Sawdust City,Ale,Sour Ale,3.25,473,NULL,Canada,https://www.lcbo.com/en/sawdust-city-coriolis-effect-466219
Oshlang Vox Populi Kettle Sour Brunch Berliner Weis,Vox Populi,Ale,Sour Ale,2.8,355,3.0,Canada,https://www.lcbo.com/en/oshlang-vox-populi-kettle-sour-brunch-berliner-weis-15662
The Exchange Brewery Dual-Tone Multi-Frequency,The Exchange Brewery,Ale,Sour Ale,6.95,330,NULL,Canada,https://www.lcbo.com/en/the-exchange-brewery-dual-tone-multi-frequency-23560
Symington Saison,Henderson Brewing Co,Ale,Belgian Ale,3.4,473,NULL,Canada,https://www.lcbo.com/en/symington-saison-482356
Flying Monkeys Memories of The Future,Flying Monkeys,Ale,Sour Ale,3.95,473,NULL,Canada,https://www.lcbo.com/en/flying-monkeys-memories-of-the-future-19662
Sleeman Honey Brown Lager,Sleeman,Lager,Amber Lager,14.5,2046,NULL,Canada,https://www.lcbo.com/en/sleeman-honey-brown-lager-681411
Gouden Carolus Hopsinjoor,Gouden Carolus Hopsinjoor,Ale,Belgian Ale,2.8,330,NULL,Belgium,https://www.lcbo.com/en/gouden-carolus-hopsinjoor-211284
Mill Street Hopped & Confused,Mill Street,Ale,India Pale Ale (IPA),3.45,473,NULL,Canada,https://www.lcbo.com/en/mill-street-hopped-confused-572735
Beau's Halcyon Barrel House Infinity Mirror Brett IPA,Beau'S,Ale,Sour Ale,9.95,750,NULL,Canada,https://www.lcbo.com/en/beau-s-halcyon-barrel-house-infinity-mirror-brett-ipa-514943
New Standard Original Lager,New Standard,Lager,Pale Lager,3.0,473,3.2,Canada,https://www.lcbo.com/en/new-standard-original-lager-635243
Side Launch Brewing Mule Beer,Side Launch,Ale,Flavoured & Spiced Beer,3.45,473,NULL,Canada,https://www.lcbo.com/en/side-launch-brewing-mule-beer-17505
Molson Black Ice,Molson,Lager,Pale Lager,37.95,8184,NULL,Canada,https://www.lcbo.com/en/molson-black-ice-917047
Shawn & Ed Brewing Co. LagerShed Original,Shawn & Ed Brewing,Lager,Pale Lager,3.25,473,NULL,Canada,https://www.lcbo.com/en/shawn-ed-brewing-co-lagershed-original-618769
Left Field Brewery Prospect Single Hop IPA,Left Field,Ale,India Pale Ale (IPA),3.75,355,NULL,Canada,https://www.lcbo.com/en/left-field-brewery-prospect-single-hop-ipa-628917
Wellington Brewery Bootique Mixer,Wellington Brewery,Gifts and Samplers,Taster Packs,18.95,2838,NULL,Canada,https://www.lcbo.com/en/wellington-brewery-bootique-mixer-22222
Block Three Brewing Beauty & The Belgian,King Street/Block Three,Ale,Belgian Ale,4.1,500,NULL,Canada,https://www.lcbo.com/en/block-three-brewing-beauty-the-belgian-467027
Old Milwaukee Ice,Old Milwaukee,Lager,Pale Lager,11.95,2838,NULL,Canada,https://www.lcbo.com/en/old-milwaukee-ice-586677
Hobgoblin IPA,Wychwood Brewery,Ale,India Pale Ale (IPA),3.5,500,NULL,United Kingdom,https://www.lcbo.com/en/hobgoblin-ipa-575159
3 Fonteinen Cuvee Armand & Gaston Geuze,Gift Of The Month,Ale,Sour Ale,28.15,750,NULL,Belgium,https://www.lcbo.com/en/3-fonteinen-cuvee-armand-gaston-geuze-667022
Red Racer ISA,Central City,Ale,India Pale Ale (IPA),2.95,473,NULL,Canada,https://www.lcbo.com/en/red-racer-isa-415703
Collingwood Stout,Collingwood Brewery,Ale,Stout & Porter,3.3,473,5.0,Canada,https://www.lcbo.com/en/collingwood-stout-643122
Great Lakes Brewery Harry Porter,Great Lakes,Ale,Stout & Porter,9.95,500,NULL,Canada,https://www.lcbo.com/en/great-lakes-brewery-harry-porter-10352
Caledon Hills Summer Solstice,Caledon Hills,Ale,Pale Ale,3.15,473,NULL,Canada,https://www.lcbo.com/en/caledon-hills-summer-solstice-20840
Omnipollo Nebuchadnezzar IIPA,Omnipollo,Ale,India Pale Ale (IPA),4.5,473,NULL,Canada,https://www.lcbo.com/en/omnipollo-nebuchadnezzar-iipa-13652
Black Bellows Hops,Black Bellows,Ale,India Pale Ale (IPA),3.75,473,NULL,Canada,https://www.lcbo.com/en/black-bellows-hops-638882
Dubuisson Peche Mel Scaldis,Mel Scaldis Peche,Ale,Flavoured & Spiced Beer,3.55,330,NULL,Belgium,https://www.lcbo.com/en/dubuisson-peche-mel-scaldis-10153
Brown Van Kolsch Style Ale,Brown Van Brewing,Ale,Lagered Ale,3.0,473,NULL,Canada,https://www.lcbo.com/en/brown-van-kolsch-style-ale-481192
Cowbell Brewing Co. Winter Collection,Cowbell Brewing,Gifts and Samplers,Gift Packs,18.95,2830,NULL,Canada,https://www.lcbo.com/en/cowbell-brewing-co-winter-collection-11434
Kichesippi German Phil Dunkel Lager,Kichesippi,Lager,Dark Lager,3.6,473,NULL,Canada,https://www.lcbo.com/en/kichesippi-german-phil-dunkel-lager-23502
Norse Golden Ale,Norse Brewery,Ale,Pale Ale,3.15,473,5.0,Canada,https://www.lcbo.com/en/norse-golden-ale-631721
Beau's Farm Table Altbier,Beau'S,Ale,Lagered Ale,3.45,473,NULL,Canada,https://www.lcbo.com/en/beau-s-farm-table-altbier-668384
Collective Arts Blood Orange Hibiscus Sour,Collective Arts,Ale,Sour Ale,4.45,473,NULL,Canada,https://www.lcbo.com/en/collective-arts-blood-orange-hibiscus-sour-16509
Bud Light Lime,Bud Light Flavours,Ale,Flavoured & Spiced Beer,24.95,3960,NULL,United Kingdom,https://www.lcbo.com/en/bud-light-lime-129932
Duggans Sorachi Lager,Duggan's,Lager,Pale Lager,2.85,473,NULL,Canada,https://www.lcbo.com/en/duggans-sorachi-lager-523373
Lost Craft Skyline,Lost Craft,Ale,India Pale Ale (IPA),3.25,473,NULL,Canada,https://www.lcbo.com/en/lost-craft-skyline-16883
Cascade Brewing Brunch Line 2017,Cascade Brewing,Ale,Sour Ale,12.85,500,9.5,United States,https://www.lcbo.com/en/cascade-brewing-brunch-line-2017-20357
Bear Russian Imperial Stout,Windswept Brewing Co.,Ale,Stout & Porter,4.45,330,NULL,United Kingdom,https://www.lcbo.com/en/bear-russian-imperial-stout-17844
Molson Bohemian,Molson,Lager,Pale Lager,39.95,8184,NULL,Canada,https://www.lcbo.com/en/molson-bohemian-679597
Moinette Blonde,Dupont Moinette,Ale,Belgian Ale,3.1,330,8.5,Belgium,https://www.lcbo.com/en/moinette-blonde-12334
Magic Rock Salty Kiss,NULL,Ale,Sour Ale,4.4,NULL,NULL,United Kingdom,https://www.lcbo.com/en/magic-rock-salty-kiss-565811
Ephemere Strawberry Rhubarb,Unibroue,Ale,Flavoured & Spiced Beer,6.05,750,NULL,Canada,https://www.lcbo.com/en/ephemere-strawberry-rhubarb-575274
Landshark Lager,Landshark Lager,Lager,Pale Lager,28.95,5325,NULL,Canada,https://www.lcbo.com/en/landshark-lager-516815
Longslice Hopsta La Vista,Longslice Brewery,Ale,India Pale Ale (IPA),3.45,473,NULL,Canada,https://www.lcbo.com/en/longslice-hopsta-la-vista-438457
Wellington Brewery Chocolate Milk Stout,Wellington Brewery,Ale,Stout & Porter,3.95,473,6.6,Canada,https://www.lcbo.com/en/wellington-brewery-chocolate-milk-stout-13668
RODENBACH Caractere Rouge,Rodenbach,Ale,Flavoured & Spiced Beer,10.0,750,NULL,Belgium,https://www.lcbo.com/en/rodenbach-caractere-rouge-551622
Cowbell Brewing Co. Brewing Co McNall's Mission,Cowbell Brewing,Ale,Dark Ale,3.25,473,NULL,Canada,https://www.lcbo.com/en/cowbell-brewing-co-brewing-co-mcnall-s-mission-617563
Great Lakes Brewery Thrust an IPA,Great Lakes Brewery,Ale,India Pale Ale (IPA),3.5,473,NULL,Canada,https://www.lcbo.com/en/great-lakes-brewery-thrust-an-ipa-17428
Nita Beer 5 Fingers,Nita Beer,Ale,Dark Ale,3.05,473,NULL,Canada,https://www.lcbo.com/en/nita-beer-5-fingers-482463
Cowbell Brewing Co. Summer Collection,Cowbell Brewing,Gifts and Samplers,Taster Packs,19.65,2838,NULL,Canada,https://www.lcbo.com/en/cowbell-brewing-co-summer-collection-20451
Barnstormer Accelerated IIPA,Barnstormer,Ale,India Pale Ale (IPA),3.25,473,NULL,Canada,https://www.lcbo.com/en/barnstormer-accelerated-iipa-498469
Molson Canadian Skate Boot Gift Pack,Molson Canadian,Gifts and Samplers,Taster Packs,11.95,1420,NULL,Canada,https://www.lcbo.com/en/molson-canadian-skate-boot-gift-pack-426791
Miller Genuine Draft,Miller,Lager,Pale Lager,54.95,10650,NULL,Canada,https://www.lcbo.com/en/miller-genuine-draft-15505
Collective Arts Smoothie Sour,Collective Arts,Ale,Sour Ale,4.55,473,NULL,Canada,https://www.lcbo.com/en/collective-arts-smoothie-sour-19354
Collective Arts Rhyme & Reason,Collective Arts,Ale,Pale Ale,3.35,473,NULL,Canada,https://www.lcbo.com/en/collective-arts-rhyme-reason-450288
Moosehead Cranberry Radler,Moosehead,Non-Alcoholic & Specialty,Radler & Shandy,2.9,473,NULL,Canada,https://www.lcbo.com/en/moosehead-cranberry-radler-17042
Beau's Patio Saison,Beau's,Ale,Belgian Ale,3.95,473,NULL,Canada,https://www.lcbo.com/en/beau-s-patio-saison-20225
Barley Days Loyalist Lager,Barley Days,Lager,Pale Lager,2.95,473,4.5,Canada,https://www.lcbo.com/en/barley-days-loyalist-lager-617829
Moosehead Cracked Canoe,Cracked Canoe,Lager,Pale Lager,25.95,4092,NULL,Canada,https://www.lcbo.com/en/moosehead-cracked-canoe-143677
Charlevoix Dominus Vobiscum Lupulus,Microbrasserie Charlevoix,Ale,Belgian Ale,10.3,750,NULL,Canada,https://www.lcbo.com/en/charlevoix-dominus-vobiscum-lupulus-270389
Muskoka Ebb & Flow,Muskoka,Ale,Sour Ale,25.95,4260,NULL,Canada,https://www.lcbo.com/en/muskoka-ebb-flow-10326
Sam 76,Samuel Adams,Ale,Pale Ale,1.7,473,NULL,United States,https://www.lcbo.com/en/sam-76-907071
De Troch Oude Gueuze,NULL,Ale,Belgian Ale,7.85,NULL,NULL,Belgium,https://www.lcbo.com/en/de-troch-oude-gueuze-861468
Ironwood Yuja Cider,Ironwood Cider,Cider,Traditional Cider,3.95,473,4.5,Canada,https://www.lcbo.com/en/ironwood-yuja-cider-25039
Innis & Gunn Vanishing Point,Innis & Gunn,Ale,Stout & Porter,14.95,500,NULL,United Kingdom,https://www.lcbo.com/en/innis-gunn-vanishing-point-519330
Mill Street Essentials Mixed Pack,Mill Street,Gifts and Samplers,Taster Packs,19.5,2838,NULL,Canada,https://www.lcbo.com/en/mill-street-essentials-mixed-pack-12857
Encompass Blonde Beer,Encompass,Ale,Pale Ale,2.55,473,4.9,Canada,https://www.lcbo.com/en/encompass-blonde-beer-574061
Lake Of Bays Toasty Toes Taster Pack,Lake Of Bays,Gifts and Samplers,Gift Packs,17.9,2365,NULL,Canada,https://www.lcbo.com/en/lake-of-bays-toasty-toes-taster-pack-17141
Red Racer Across the Nation Collaboration East,Central City,Gifts and Samplers,Taster Packs,15.0,2130,NULL,Canada,https://www.lcbo.com/en/red-racer-across-the-nation-collaboration-east-602938
Perth Brewery Winter Sampler Pack',Perth Brewery,Gifts and Samplers,Gift Packs,11.8,1892,NULL,Canada,https://www.lcbo.com/en/perth-brewery-winter-sampler-pack-11443
Sleeman Railside Session Ale,Sleeman,Ale,Pale Ale,7.95,1892,NULL,Canada,https://www.lcbo.com/en/sleeman-railside-session-ale-574665
Steam Whistle Pilsner Shandy,Steam Whistle,Non-Alcoholic & Specialty,Radler & Shandy,2.95,473,NULL,Canada,https://www.lcbo.com/en/steam-whistle-pilsner-shandy-15778
Molson Ultra Minis,Molson Ultra,Lager,Pale Lager,5.75,888,NULL,Canada,https://www.lcbo.com/en/molson-ultra-minis-15632
Einstok Icelandic Arctic Berry Ale,Private Stock,Ale,Wheat Ale,4.25,330,NULL,Iceland,https://www.lcbo.com/en/einstok-icelandic-arctic-berry-ale-801050
No Boats On Sunday Mixed Berry Cider,Andrew Peller Cider,Cider,Flavoured Cider,5.25,500,NULL,Canada,https://www.lcbo.com/en/no-boats-on-sunday-mixed-berry-cider-15177
Nickel Brook Duplicitous Citra Dry-Hopped Sour,Nickel Brook,Ale,Sour Ale,3.35,473,NULL,Canada,https://www.lcbo.com/en/nickel-brook-duplicitous-citra-dry-hopped-sour-574913
Belhaven Black Scottish Stout,Belhaven,Ale,Stout & Porter,11.9,1760,NULL,United Kingdom,https://www.lcbo.com/en/belhaven-black-scottish-stout-375204
Old Flame Dirty Blonde,Old Flame,Lager,Pale Lager,3.25,568,NULL,Canada,https://www.lcbo.com/en/old-flame-dirty-blonde-508556
Rorschach Brewing Decadence Salted Caramel Latte Milk Stout,Rorschach Brewing Inc.,Ale,Stout & Porter,3.85,355,7.0,Canada,https://www.lcbo.com/en/rorschach-brewing-decadence-salted-caramel-latte-milk-stout-23558
Somersby Rose,Somersby,Cider,Flavoured Cider,2.75,500,NULL,Denmark,https://www.lcbo.com/en/somersby-rose-130328
Ommegang Rosetta,Ommegang,Ale,Flavoured & Spiced Beer,7.55,750,NULL,United States,https://www.lcbo.com/en/ommegang-rosetta-629386
Creemore Collection with Urbock,Creemore Springs,Gifts and Samplers,Taster Packs,12.95,1892,NULL,Canada,https://www.lcbo.com/en/creemore-collection-with-urbock-15307
Left Field Prospect Sabro IPA,Left Field,Ale,India Pale Ale (IPA),3.0,355,NULL,Canada,https://www.lcbo.com/en/left-field-prospect-sabro-ipa-16901
Sawdust City Brewing Pink Grapefruit Radler,Sawdust City,Non-Alcoholic & Specialty,Radler & Shandy,3.25,473,NULL,Canada,https://www.lcbo.com/en/sawdust-city-brewing-pink-grapefruit-radler-590422
Einstök Icelandic Arctic Pale Ale,Private Stock,Ale,Pale Ale,4.15,330,NULL,Iceland,https://www.lcbo.com/en/einst-k-icelandic-arctic-pale-ale-854679
Big Drop Brewery Stout,Big Drop Brewery Non Alc,Non-Alcoholic & Specialty,Non-Alcoholic Beer,2.75,330,NULL,United Kingdom,https://www.lcbo.com/en/big-drop-brewery-stout-614107
Lvivske 1715,Lvivske 1715,Lager,Pale Lager,2.8,500,NULL,Ukraine,https://www.lcbo.com/en/lvivske-1715-248138
Molson Canadian 67,Molson Canadian,Lager,Pale Lager,23.5,4092,NULL,Canada,https://www.lcbo.com/en/molson-canadian-67-157636
Lake Of Bays Nightwatcher Oatmeal Stout,Lake Of Bays,Ale,Stout & Porter,3.1,473,NULL,Canada,https://www.lcbo.com/en/lake-of-bays-nightwatcher-oatmeal-stout-538991
Renaissance Discovery,Private Stock,Ale,Pale Ale,5.0,500,NULL,New Zealand,https://www.lcbo.com/en/renaissance-discovery-762310
Belhaven Brewery Merry Craftmas,Belhaven Best,Gifts and Samplers,Taster Packs,16.0,1980,NULL,United Kingdom,https://www.lcbo.com/en/belhaven-brewery-merry-craftmas-476937
Kriek Boon,Kriek,Ale,Flavoured & Spiced Beer,4.95,375,4.0,Belgium,https://www.lcbo.com/en/kriek-boon-23743
Kilannan Alt,Kilannan,Ale,Lagered Ale,3.0,473,NULL,Canada,https://www.lcbo.com/en/kilannan-alt-370296
Left Field Brewery Laser Show IIPA,Left Field,Ale,India Pale Ale (IPA),8.95,650,NULL,Canada,https://www.lcbo.com/en/left-field-brewery-laser-show-iipa-546457
Coors Light,Coors Light,Lager,Pale Lager,32.5,6820,NULL,Canada,https://www.lcbo.com/en/coors-light-516864
High Park Brewery Peacock Pilsner,High Park Brewery,Lager,Pale Lager,3.1,473,4.6,Canada,https://www.lcbo.com/en/high-park-brewery-peacock-pilsner-10110
Hitachino Nest DAiDAi Ale,Private Stock,Ale,Pale Ale,3.6,330,NULL,Japan,https://www.lcbo.com/en/hitachino-nest-daidai-ale-249754
Beau's Summer Mix 2019,Beau'S,Gifts and Samplers,Taster Packs,12.95,1892,NULL,Canada,https://www.lcbo.com/en/beau-s-summer-mix-2019-142026
Beau's Halcyon Curse of Knowledge,Beau's,Ale,Belgian Ale,9.55,600,NULL,Canada,https://www.lcbo.com/en/beau-s-halcyon-curse-of-knowledge-16175
Small Pony Barrel works Tropical Apocalypse,Small Pony Barrel Works,Ale,Sour Ale,7.5,375,6.5,Canada,https://www.lcbo.com/en/small-pony-barrel-works-tropical-apocalypse-16762
Plaid Habit - Canadian Whiskey Imperial Brown,Ommegang,Ale,Dark Ale,11.9,750,NULL,United States,https://www.lcbo.com/en/plaid-habit-canadian-whiskey-imperial-brown-668673
Pohjala Oo Imperial Baltic Porter,Private Stock,Ale,Stout & Porter,6.15,330,NULL,Estonia,https://www.lcbo.com/en/pohjala-oo-imperial-baltic-porter-770073
The Exchange Brewery Oud Bruin,Exchange Brewery,Ale,Sour Ale,4.8,330,NULL,Canada,https://www.lcbo.com/en/the-exchange-brewery-oud-bruin-555862
Wellington Brewery Mix Volume 7,Wellington,Gifts and Samplers,Taster Packs,12.95,1892,NULL,Canada,https://www.lcbo.com/en/wellington-brewery-mix-volume-7-12339
MILL STREET ORGANIC MIX PACK,Mill Street,Gifts and Samplers,Taster Packs,12.95,1892,NULL,Canada,https://www.lcbo.com/en/mill-street-organic-mix-pack-577171
Clifford Brewing Pinball Wizard,Clifford Brewing,Ale,Pale Ale,3.25,473,NULL,Canada,https://www.lcbo.com/en/clifford-brewing-pinball-wizard-507947
Thornbridge Jaipur IPA,Thornbridge,Ale,India Pale Ale (IPA),2.6,330,NULL,United Kingdom,https://www.lcbo.com/en/thornbridge-jaipur-ipa-270496
Innis & Gunn Vanishing Point VP02,Innis & Gunn,Ale,Stout & Porter,11.0,500,NULL,United Kingdom,https://www.lcbo.com/en/innis-gunn-vanishing-point-vp02-625954
Anderson Juicier IPA,Anderson Craft Ales,Ale,India Pale Ale (IPA),15.45,2130,NULL,Canada,https://www.lcbo.com/en/anderson-juicier-ipa-17220
Corona Light,Corona Extra,Lager,Pale Lager,27.95,3960,NULL,Mexico,https://www.lcbo.com/en/corona-light-616482
Cascade Brewing Midnight Bramble,Cascade Brewing,Ale,Dark Ale,14.95,750,NULL,United States,https://www.lcbo.com/en/cascade-brewing-midnight-bramble-12733
Shock Top Belgian White,Shock Top,Ale,Wheat Ale,15.75,2838,NULL,Canada,https://www.lcbo.com/en/shock-top-belgian-white-575605
Mill Street Organic Pilsner,Mill Street,Lager,Pale Lager,28.95,4260,NULL,Canada,https://www.lcbo.com/en/mill-street-organic-pilsner-16440
Renaissance Fellowship,Private Stock,Ale,Pale Ale,5.0,500,NULL,New Zealand,https://www.lcbo.com/en/renaissance-fellowship-762302
Rush Moving Pictures 40th Anniversary Limited Edition Ale,Henderson Brewing Co,Ale,Belgian Ale,9.95,500,NULL,Canada,https://www.lcbo.com/en/rush-moving-pictures-40th-anniversary-limited-edition-ale-22258
Walkerville Road Block Doppelbock,Walkerville,Lager,Dark Lager,3.15,473,NULL,Canada,https://www.lcbo.com/en/walkerville-road-block-doppelbock-559989
MacLean's Bent Spoke IPA,Maclean'S Ales Inc.,Ale,India Pale Ale (IPA),2.9,473,NULL,Canada,https://www.lcbo.com/en/maclean-s-bent-spoke-ipa-521898
Maclay's Traditional Pale Ale,Maclay's,Ale,Pale Ale,23.95,4260,NULL,Canada,https://www.lcbo.com/en/maclay-s-traditional-pale-ale-616060
